0.1,0.0045838505029678345,0.00458881352096796
0.5,0.0026519098319113255,0.00265481136739254
1.0,0.0013891065027564764,0.0013902898645028472
0.2,0.003514103591442108,0.0035176430828869343
0.3,0.0036500925198197365,0.0036527717020362616
0.0001,0.023209424689412117,0.03087027743458748
0.001,0.012165411375463009,0.0132981538772583
0.01,0.00746166380122304,0.00753359217196703
0.1,0.004610590636730194,0.00461595831438899
0.4,0.002604117151349783,0.0026045935228466988
0.5,0.0026191365905106068,0.002619794337078929
0.6,0.002195263747125864,0.0021970488596707582
