#rig1,rig2,flux,error
0.40 0.43 1.988613e+02 2.720006e+01
0.43 0.46 2.212740e+02 3.159881e+01
0.46 0.47 2.514239e+02 4.329736e+01
0.47 0.49 2.790627e+02 3.788706e+01
0.49 0.51 3.434146e+02 4.156799e+01
0.51 0.55 4.456644e+02 4.698480e+01
0.55 0.57 4.908275e+02 5.863776e+01
0.57 0.59 5.154687e+02 6.097022e+01
0.59 0.63 4.876765e+02 5.070654e+01
0.63 0.66 5.546395e+02 5.625877e+01
0.66 0.68 5.670773e+02 5.928510e+01
0.68 0.71 6.552641e+02 6.166428e+01
0.71 0.75 6.900792e+02 6.468856e+01
0.75 0.79 7.401273e+02 6.685930e+01
0.79 0.82 7.443117e+02 6.948845e+01
0.82 0.87 7.836493e+02 7.044038e+01
0.87 0.90 8.194728e+02 7.586932e+01
0.90 0.94 8.546766e+02 7.655981e+01
0.94 1.00 8.830819e+02 7.747518e+01
1.00 1.04 8.852027e+02 7.895499e+01
1.04 1.09 9.018087e+02 7.918921e+01
1.09 1.14 9.127469e+02 8.014726e+01
1.14 1.19 8.911537e+02 7.847106e+01
1.19 1.24 9.295750e+02 8.166488e+01
1.24 1.31 9.359651e+02 8.128649e+01
1.31 1.37 9.106020e+02 7.928271e+01
1.37 1.43 8.854261e+02 7.725844e+01
1.43 1.50 8.350470e+02 7.244447e+01
1.50 1.57 8.503568e+02 7.375038e+01
1.57 1.65 8.432024e+02 7.272305e+01
1.65 1.72 7.880342e+02 6.801507e+01
1.72 1.80 7.435831e+02 6.382805e+01
1.80 1.89 7.258769e+02 6.211669e+01
1.89 1.98 6.875635e+02 5.898637e+01
1.98 2.08 6.676465e+02 5.711377e+01
2.08 2.16 6.180096e+02 5.338794e+01
2.16 2.27 5.963229e+02 5.108645e+01
2.27 2.38 5.531372e+02 4.756662e+01
2.38 2.49 5.231979e+02 4.512215e+01
2.49 2.60 4.799054e+02 4.139632e+01
2.60 2.73 4.408995e+02 3.800248e+01
2.73 2.86 4.324153e+02 3.739502e+01
2.86 2.99 3.835571e+02 3.304283e+01
2.99 3.13 3.543982e+02 3.061880e+01
3.13 3.29 3.312569e+02 2.857503e+01
3.29 3.43 3.131944e+02 2.719206e+01
3.43 3.60 2.827129e+02 2.448280e+01
3.60 3.76 2.560218e+02 2.226776e+01
3.76 3.95 2.358777e+02 2.050169e+01
3.95 4.13 2.091760e+02 1.826734e+01
4.13 4.33 2.000737e+02 1.748966e+01
4.33 4.53 1.758911e+02 1.542974e+01
4.53 4.97 1.545248e+02 1.316373e+01
4.97 5.45 1.288416e+02 1.100919e+01
5.45 5.98 1.010054e+02 8.677625e+00
5.98 6.55 8.470584e+01 7.297570e+00
6.55 7.18 6.737226e+01 5.849154e+00
7.18 7.87 5.290248e+01 4.612536e+00
7.87 8.63 4.251933e+01 3.732132e+00
8.63 9.46 3.339541e+01 2.954992e+00
9.46 10.38 2.817596e+01 2.476274e+00
10.38 11.38 2.176900e+01 1.930318e+00
11.38 12.47 1.715688e+01 1.535940e+00
12.47 13.68 1.316208e+01 1.187577e+00
13.68 15.00 1.011332e+01 9.222004e-01
15.00 16.45 8.221348e+00 7.558068e-01
16.45 18.03 6.238751e+00 5.826456e-01
18.03 19.78 4.980856e+00 4.710100e-01
19.78 21.68 3.898999e+00 3.731339e-01
21.68 23.77 3.114341e+00 2.986110e-01
23.77 26.07 2.356327e+00 2.301471e-01
26.07 28.58 1.749967e+00 1.761514e-01
28.58 31.34 1.355334e+00 1.388701e-01
31.34 34.37 1.055569e+00 1.105949e-01
34.37 37.68 7.477459e-01 8.166166e-02
37.68 41.32 6.638123e-01 7.289715e-02
41.32 45.30 5.038815e-01 5.700808e-02
45.30 49.67 3.639288e-01 4.328183e-02
