#rig1,rig2,flux,error
1.00 1.16 1.265000e+03 5.845512e+01
1.16 1.33 1.198000e+03 4.352012e+01
1.33 1.51 1.122000e+03 3.312099e+01
1.51 1.71 1.012000e+03 2.675818e+01
1.71 1.92 8.914000e+02 2.148162e+01
1.92 2.15 7.695000e+02 1.698176e+01
2.15 2.40 6.573000e+02 1.348407e+01
2.40 2.67 5.525000e+02 1.071121e+01
2.67 2.97 4.609000e+02 8.275868e+00
2.97 3.29 3.822000e+02 6.649061e+00
3.29 3.64 3.150000e+02 5.312251e+00
3.64 4.02 2.577000e+02 4.290687e+00
4.02 4.43 2.102000e+02 3.337664e+00
4.43 4.88 1.702000e+02 2.727636e+00
4.88 5.37 1.372000e+02 2.097618e+00
5.37 5.90 1.101000e+02 1.661325e+00
5.90 6.47 8.835000e+01 1.292323e+00
6.47 7.09 7.063000e+01 1.031019e+00
7.09 7.76 5.671000e+01 8.213404e-01
7.76 8.48 4.517000e+01 6.466839e-01
8.48 9.26 3.612000e+01 5.226852e-01
9.26 10.10 2.880000e+01 4.082890e-01
10.10 11.00 2.306000e+01 3.252691e-01
11.00 12.00 1.830000e+01 2.613427e-01
12.00 13.00 1.463000e+01 2.109502e-01
13.00 14.10 1.182000e+01 1.783255e-01
14.10 15.30 9.503000e+00 1.421443e-01
15.30 16.60 7.605000e+00 1.160431e-01
16.60 18.00 6.110000e+00 9.402128e-02
18.00 19.50 4.866000e+00 7.700649e-02
19.50 21.10 3.924000e+00 6.294442e-02
21.10 22.80 3.152000e+00 5.061620e-02
22.80 24.70 2.540000e+00 4.093896e-02
24.70 26.70 2.031000e+00 3.361547e-02
26.70 28.80 1.649000e+00 2.738611e-02
28.80 31.10 1.328000e+00 2.282542e-02
31.10 33.50 1.073000e+00 1.881489e-02
33.50 36.10 8.760000e-01 1.503097e-02
36.10 38.90 7.080000e-01 1.224132e-02
38.90 41.90 5.773000e-01 1.016415e-02
41.90 45.10 4.684000e-01 8.345659e-03
45.10 48.50 3.815000e-01 6.909416e-03
48.50 52.20 3.129000e-01 5.792238e-03
52.20 56.10 2.540000e-01 4.789571e-03
56.10 60.30 2.079000e-01 4.031129e-03
