#rig1,rig2,flux,stat_unc,syst_unc; (27 days)
1.00 1.16 4.029750e+02 6.778528e-01 1.349840e+01
1.16 1.33 4.248157e+02 6.018316e-01 1.046488e+01
1.33 1.51 4.325752e+02 5.448624e-01 8.280665e+00
1.51 1.71 4.311296e+02 4.890815e-01 6.888065e+00
1.71 1.92 4.120892e+02 4.278439e-01 5.854745e+00
1.92 2.15 3.849932e+02 3.745183e-01 5.026454e+00
2.15 2.40 3.519351e+02 3.328759e-01 4.314364e+00
2.40 2.67 3.150939e+02 2.749654e-01 3.666206e+00
2.67 2.97 2.784685e+02 2.316959e-01 3.141599e+00
2.97 3.29 2.428155e+02 1.929440e-01 2.647139e+00
3.29 3.64 2.098177e+02 1.577482e-01 2.234545e+00
3.64 4.02 1.795632e+02 1.347763e-01 1.911943e+00
4.02 4.43 1.518701e+02 1.110835e-01 1.606948e+00
4.43 4.88 1.277677e+02 9.625752e-02 1.333179e+00
4.88 5.37 1.064224e+02 7.700155e-02 1.104448e+00
5.37 5.90 8.797768e+01 6.145529e-02 9.159011e-01
5.90 6.47 7.246323e+01 5.136008e-02 7.614013e-01
6.47 7.09 5.918751e+01 4.275444e-02 6.220722e-01
7.09 7.76 4.824747e+01 3.546461e-02 5.066794e-01
7.76 8.48 3.923737e+01 3.004017e-02 4.189396e-01
8.48 9.26 3.184422e+01 2.528190e-02 3.417402e-01
9.26 10.10 2.581882e+01 2.136285e-02 2.776913e-01
10.10 11.00 2.086397e+01 1.789863e-02 2.260589e-01
11.00 13.00 1.521203e+01 9.623382e-03 1.685231e-01
13.00 16.60 8.963646e+00 5.306552e-03 1.010956e-01
16.60 22.80 4.273196e+00 2.382399e-03 4.962980e-02
22.80 33.50 1.653799e+00 1.086104e-03 1.982918e-02
33.50 48.50 5.803983e-01 5.265088e-04 6.982855e-03
48.50 69.70 2.074025e-01 2.694390e-04 2.483977e-03
69.70 100.00 7.528584e-02 1.319743e-04 8.986244e-04
