#rig1,rig2,flux,stat_unc,syst_unc; (10 days)
1.00 1.16 1.721155e+03 2.674233e+00 4.749622e+01
1.16 1.33 1.580258e+03 2.213845e+00 3.420708e+01
1.33 1.51 1.410506e+03 1.897438e+00 2.520119e+01
1.51 1.71 1.227227e+03 1.581220e+00 1.909474e+01
1.71 1.92 1.042866e+03 1.264951e+00 1.490058e+01
1.92 2.15 8.792756e+02 1.024254e+00 1.135821e+01
2.15 2.40 7.314256e+02 8.568451e-01 8.909051e+00
2.40 2.67 5.995747e+02 6.670705e-01 6.929028e+00
2.67 2.97 4.919488e+02 5.375975e-01 5.489194e+00
2.97 3.29 4.001791e+02 4.485513e-01 4.348945e+00
3.29 3.64 3.254335e+02 3.724679e-01 3.478723e+00
3.64 4.02 2.629248e+02 2.846130e-01 2.789797e+00
4.02 4.43 2.126224e+02 2.240057e-01 2.220462e+00
4.43 4.88 1.713364e+02 1.897402e-01 1.799442e+00
4.88 5.37 1.371465e+02 1.581176e-01 1.399246e+00
5.37 5.90 1.098515e+02 1.264920e-01 1.119688e+00
5.90 6.47 8.770258e+01 9.995714e-02 9.208753e-01
6.47 7.09 6.993464e+01 8.257618e-02 7.350124e-01
7.09 7.76 5.585265e+01 6.740886e-02 5.879919e-01
7.76 8.48 4.457229e+01 5.733688e-02 4.758983e-01
8.48 9.26 3.555716e+01 4.817603e-02 3.809360e-01
9.26 10.10 2.838265e+01 3.864999e-02 3.070364e-01
10.10 11.00 2.265871e+01 3.228920e-02 2.439621e-01
11.00 13.00 1.628625e+01 1.923058e-02 1.799774e-01
13.00 16.60 9.402074e+00 9.400157e-03 1.059880e-01
16.60 22.80 4.397232e+00 4.182666e-03 5.090547e-02
22.80 33.50 1.677297e+00 1.923065e-03 1.999651e-02
33.50 48.50 5.823933e-01 9.248723e-04 6.979452e-03
48.50 69.70 2.070654e-01 4.517517e-04 2.450294e-03
69.70 100.00 7.493863e-02 2.285341e-04 8.893700e-04
