#rig1,rig2,flux,stat_unc,syst_unc; (23 days)
1.00 1.16 4.231070e+02 8.459725e-01 1.364982e+01
1.16 1.33 4.430570e+02 7.518933e-01 1.063201e+01
1.33 1.51 4.483232e+02 6.788947e-01 8.492767e+00
1.51 1.71 4.430259e+02 6.072128e-01 7.048176e+00
1.71 1.92 4.217964e+02 5.318323e-01 5.964872e+00
1.92 2.15 3.950753e+02 4.668962e-01 5.152019e+00
2.15 2.40 3.610339e+02 4.143484e-01 4.425791e+00
2.40 2.67 3.235691e+02 3.449179e-01 3.774857e+00
2.67 2.97 2.857398e+02 2.922074e-01 3.208714e+00
2.97 3.29 2.515459e+02 2.124905e-01 2.742227e+00
3.29 3.64 2.179272e+02 1.895376e-01 2.327049e+00
3.64 4.02 1.867599e+02 1.476511e-01 1.982606e+00
4.02 4.43 1.585941e+02 1.263468e-01 1.678003e+00
4.43 4.88 1.328217e+02 1.054147e-01 1.390988e+00
4.88 5.37 1.104930e+02 8.445419e-02 1.142670e+00
5.37 5.90 9.129709e+01 7.010742e-02 9.493119e-01
5.90 6.47 7.491835e+01 5.882389e-02 7.857175e-01
6.47 7.09 6.118612e+01 4.847760e-02 6.417116e-01
7.09 7.76 4.979264e+01 4.015291e-02 5.260293e-01
7.76 8.48 4.039741e+01 3.374771e-02 4.309395e-01
8.48 9.26 3.270870e+01 2.928323e-02 3.528070e-01
9.26 10.10 2.642256e+01 2.465066e-02 2.841624e-01
10.10 11.00 2.133276e+01 2.107917e-02 2.308521e-01
11.00 13.00 1.556341e+01 1.056723e-02 1.699738e-01
13.00 16.60 9.121407e+00 5.980181e-03 1.028423e-01
16.60 22.80 4.336698e+00 2.739410e-03 5.016839e-02
22.80 33.50 1.677046e+00 1.263174e-03 2.000046e-02
33.50 48.50 5.863021e-01 5.913199e-04 7.025556e-03
48.50 69.70 2.091189e-01 2.952208e-04 2.498361e-03
69.70 100.00 7.628506e-02 1.481610e-04 9.061327e-04
