#rig1,rig2,flux,stat_unc,syst_unc; (27 days)
1.00 1.16 1.514929e+03 1.452132e+00 4.204837e+01
1.16 1.33 1.413636e+03 1.172364e+00 3.076337e+01
1.33 1.51 1.282998e+03 9.735635e-01 2.316991e+01
1.51 1.71 1.131292e+03 8.207652e-01 1.769916e+01
1.71 1.92 9.742056e+02 7.062041e-01 1.368902e+01
1.92 2.15 8.280968e+02 5.761955e-01 1.072042e+01
2.15 2.40 6.939438e+02 4.878814e-01 8.457728e+00
2.40 2.67 5.746122e+02 3.860917e-01 6.655963e+00
2.67 2.97 4.720978e+02 3.086067e-01 5.282719e+00
2.97 3.29 3.871008e+02 2.625499e-01 4.215439e+00
3.29 3.64 3.160148e+02 2.123428e-01 3.368037e+00
3.64 4.02 2.565385e+02 1.715373e-01 2.719055e+00
4.02 4.43 2.080668e+02 1.347223e-01 2.202845e+00
4.43 4.88 1.679658e+02 1.145486e-01 1.749700e+00
4.88 5.37 1.347441e+02 8.909181e-02 1.396340e+00
5.37 5.90 1.081834e+02 7.698335e-02 1.103252e+00
5.90 6.47 8.653956e+01 5.905226e-02 9.096422e-01
6.47 7.09 6.922248e+01 4.816636e-02 7.272799e-01
7.09 7.76 5.524976e+01 3.951627e-02 5.819734e-01
7.76 8.48 4.410477e+01 3.278366e-02 4.707579e-01
8.48 9.26 3.519022e+01 2.733878e-02 3.785533e-01
9.26 10.10 2.813333e+01 2.315876e-02 3.028493e-01
10.10 11.00 2.249369e+01 1.930820e-02 2.435341e-01
11.00 13.00 1.615629e+01 1.145473e-02 1.798848e-01
13.00 16.60 9.354941e+00 5.600304e-03 1.055696e-01
16.60 22.80 4.375492e+00 2.508323e-03 5.085537e-02
22.80 33.50 1.669969e+00 1.154728e-03 2.002583e-02
33.50 48.50 5.798853e-01 5.415296e-04 6.970792e-03
48.50 69.70 2.069994e-01 2.700833e-04 2.483602e-03
69.70 100.00 7.502034e-02 1.342668e-04 8.930785e-04
