#rig1,rig2,flux,stat_unc,syst_unc; (25 days)
1.00 1.16 4.339582e+02 6.925468e-01 1.381965e+01
1.16 1.33 4.495629e+02 6.125955e-01 1.068402e+01
1.33 1.51 4.498115e+02 5.494215e-01 8.470445e+00
1.51 1.71 4.392604e+02 4.901605e-01 6.982396e+00
1.71 1.92 4.161833e+02 4.292861e-01 5.896288e+00
1.92 2.15 3.867065e+02 3.741809e-01 5.030326e+00
2.15 2.40 3.517456e+02 3.300551e-01 4.317209e+00
2.40 2.67 3.144043e+02 2.757238e-01 3.670251e+00
2.67 2.97 2.773592e+02 2.331032e-01 3.120354e+00
2.97 3.29 2.431277e+02 2.000624e-01 2.645260e+00
3.29 3.64 2.098839e+02 1.703768e-01 2.247796e+00
3.64 4.02 1.802275e+02 1.400433e-01 1.908243e+00
4.02 4.43 1.532367e+02 1.200332e-01 1.604827e+00
4.43 4.88 1.289313e+02 1.000230e-01 1.351305e+00
4.88 5.37 1.074865e+02 8.001733e-02 1.100309e+00
5.37 5.90 8.891202e+01 6.527183e-02 9.261029e-01
5.90 6.47 7.333779e+01 5.510419e-02 7.704668e-01
6.47 7.09 6.004996e+01 4.558440e-02 6.309953e-01
7.09 7.76 4.902154e+01 3.800509e-02 5.164361e-01
7.76 8.48 3.986085e+01 3.200404e-02 4.247890e-01
8.48 9.26 3.228858e+01 2.714933e-02 3.476725e-01
9.26 10.10 2.616909e+01 2.297728e-02 2.801004e-01
10.10 11.00 2.119510e+01 1.981720e-02 2.286972e-01
11.00 13.00 1.545557e+01 1.000077e-02 1.700030e-01
13.00 16.60 9.087132e+00 5.661964e-03 1.026486e-01
16.60 22.80 4.328054e+00 2.600064e-03 5.015285e-02
22.80 33.50 1.675874e+00 1.200012e-03 1.999518e-02
33.50 48.50 5.883030e-01 5.600128e-04 7.066424e-03
48.50 69.70 2.099299e-01 2.800119e-04 2.507406e-03
69.70 100.00 7.587131e-02 1.396799e-04 9.032806e-04
