#rig1,rig2,flux,stat_unc,syst_unc; (27 days)
1.00 1.16 7.381547e+02 1.013245e+00 2.183959e+01
1.16 1.33 7.295360e+02 8.743861e-01 1.670740e+01
1.33 1.51 7.020659e+02 7.649579e-01 1.316397e+01
1.51 1.71 6.538698e+02 6.632234e-01 1.056217e+01
1.71 1.92 5.915308e+02 5.649679e-01 8.614903e+00
1.92 2.15 5.259158e+02 4.783386e-01 7.061642e+00
2.15 2.40 4.604071e+02 4.113315e-01 5.850997e+00
2.40 2.67 3.960747e+02 3.352450e-01 4.800728e+00
2.67 2.97 3.380355e+02 2.741548e-01 3.970587e+00
2.97 3.29 2.855365e+02 2.183344e-01 3.219906e+00
3.29 3.64 2.404312e+02 1.779393e-01 2.667125e+00
3.64 4.02 2.006732e+02 1.453973e-01 2.206206e+00
4.02 4.43 1.673325e+02 1.167712e-01 1.838131e+00
4.43 4.88 1.382817e+02 9.689070e-02 1.492274e+00
4.88 5.37 1.134591e+02 7.706215e-02 1.231941e+00
5.37 5.90 9.256052e+01 6.557412e-02 1.003622e+00
5.90 6.47 7.533938e+01 5.475053e-02 8.226821e-01
6.47 7.09 6.112874e+01 4.504486e-02 6.676575e-01
7.09 7.76 4.946697e+01 3.718913e-02 5.429129e-01
7.76 8.48 4.000530e+01 3.120821e-02 4.435312e-01
8.48 9.26 3.226716e+01 2.647561e-02 3.618156e-01
9.26 10.10 2.598087e+01 2.225769e-02 2.898900e-01
10.10 11.00 2.096352e+01 1.916862e-02 2.352022e-01
11.00 13.00 1.524733e+01 9.735967e-03 1.747983e-01
13.00 16.60 8.968073e+00 5.457741e-03 1.048933e-01
16.60 22.80 4.267008e+00 2.508494e-03 5.126683e-02
22.80 33.50 1.653403e+00 1.154751e-03 2.045992e-02
33.50 48.50 5.809539e-01 5.436014e-04 7.263220e-03
48.50 69.70 2.079185e-01 2.707342e-04 2.602942e-03
69.70 100.00 7.603964e-02 1.358085e-04 9.540465e-04
