#rig1,rig2,flux,stat_unc,syst_unc; (27 days)
1.00 1.16 7.696277e+02 9.515838e-01 2.247280e+01
1.16 1.33 7.630573e+02 8.216645e-01 1.731162e+01
1.33 1.51 7.331231e+02 7.206422e-01 1.364144e+01
1.51 1.71 6.839765e+02 6.235912e-01 1.094547e+01
1.71 1.92 6.197329e+02 5.323060e-01 8.922367e+00
1.92 2.15 5.513718e+02 4.475326e-01 7.327476e+00
2.15 2.40 4.828669e+02 3.883918e-01 6.045518e+00
2.40 2.67 4.155902e+02 3.136503e-01 4.949491e+00
2.67 2.97 3.546153e+02 2.588638e-01 4.079019e+00
2.97 3.29 3.001623e+02 2.226877e-01 3.376194e+00
3.29 3.64 2.526360e+02 1.854922e-01 2.765087e+00
3.64 4.02 2.109000e+02 1.482857e-01 2.288844e+00
4.02 4.43 1.752273e+02 1.184858e-01 1.887906e+00
4.43 4.88 1.446517e+02 9.627184e-02 1.565982e+00
4.88 5.37 1.185585e+02 7.701228e-02 1.266218e+00
5.37 5.90 9.642136e+01 6.770833e-02 1.031187e+00
5.90 6.47 7.839885e+01 5.579172e-02 8.455711e-01
6.47 7.09 6.349416e+01 4.573476e-02 6.849081e-01
7.09 7.76 5.136490e+01 3.781503e-02 5.559733e-01
7.76 8.48 4.140348e+01 3.175286e-02 4.527559e-01
8.48 9.26 3.338172e+01 2.693301e-02 3.695384e-01
9.26 10.10 2.684544e+01 2.293656e-02 2.964616e-01
10.10 11.00 2.163750e+01 1.931029e-02 2.400244e-01
11.00 13.00 1.566536e+01 9.907703e-03 1.781333e-01
13.00 16.60 9.167959e+00 5.520912e-03 1.061548e-01
16.60 22.80 4.337054e+00 2.508364e-03 5.145315e-02
22.80 33.50 1.671147e+00 1.154726e-03 2.049512e-02
33.50 48.50 5.865655e-01 5.422187e-04 7.252439e-03
48.50 69.70 2.103206e-01 2.707380e-04 2.583263e-03
69.70 100.00 7.584294e-02 1.350199e-04 9.403959e-04
