#rig1,rig2,flux,stat_unc,syst_unc; (27 days)
1.00 1.16 5.552947e+02 7.932477e-01 1.761346e+01
1.16 1.33 5.641160e+02 6.900843e-01 1.338723e+01
1.33 1.51 5.555154e+02 6.125511e-01 1.044941e+01
1.51 1.71 5.299590e+02 5.400349e-01 8.408579e+00
1.71 1.92 4.916240e+02 4.641540e-01 6.954656e+00
1.92 2.15 4.450931e+02 3.972120e-01 5.789250e+00
2.15 2.40 3.968017e+02 3.483318e-01 4.872133e+00
2.40 2.67 3.474896e+02 2.823998e-01 4.048750e+00
2.67 2.97 3.006437e+02 2.359191e-01 3.380134e+00
2.97 3.29 2.586325e+02 2.049779e-01 2.811618e+00
3.29 3.64 2.200498e+02 1.711486e-01 2.345556e+00
3.64 4.02 1.864693e+02 1.376279e-01 1.969961e+00
4.02 4.43 1.559761e+02 1.125866e-01 1.639663e+00
4.43 4.88 1.298544e+02 9.399972e-02 1.359514e+00
4.88 5.37 1.076902e+02 7.687572e-02 1.130069e+00
5.37 5.90 8.836838e+01 6.333383e-02 9.193535e-01
5.90 6.47 7.238747e+01 5.319027e-02 7.598422e-01
6.47 7.09 5.896653e+01 4.368419e-02 6.201866e-01
7.09 7.76 4.789951e+01 3.623999e-02 5.058026e-01
7.76 8.48 3.881805e+01 3.063680e-02 4.129535e-01
8.48 9.26 3.145253e+01 2.601010e-02 3.386148e-01
9.26 10.10 2.538539e+01 2.187551e-02 2.738505e-01
10.10 11.00 2.048358e+01 1.833903e-02 2.210398e-01
11.00 13.00 1.494954e+01 9.910856e-03 1.651995e-01
13.00 16.60 8.761283e+00 5.382628e-03 9.886802e-02
16.60 22.80 4.162604e+00 2.413734e-03 4.832367e-02
22.80 33.50 1.618712e+00 1.063438e-03 1.929803e-02
33.50 48.50 5.706508e-01 5.356694e-04 6.863187e-03
48.50 69.70 2.051044e-01 2.729822e-04 2.438761e-03
69.70 100.00 7.514588e-02 1.347118e-04 8.947560e-04
