#rig1,rig2,flux,error
0.40 0.43 4.399886e+02 4.490081e+01
0.43 0.46 4.493672e+02 4.591901e+01
0.46 0.47 4.932839e+02 4.724787e+01
0.47 0.49 5.614934e+02 5.301325e+01
0.49 0.51 6.278968e+02 5.675890e+01
0.51 0.55 6.839434e+02 6.035230e+01
0.55 0.57 7.296636e+02 6.310823e+01
0.57 0.59 7.646127e+02 6.478694e+01
0.59 0.63 8.331443e+02 6.908793e+01
0.63 0.66 8.940276e+02 7.265272e+01
0.66 0.68 9.242700e+02 7.387257e+01
0.68 0.71 9.816989e+02 7.730564e+01
0.71 0.75 1.061573e+03 8.235078e+01
0.75 0.79 1.132565e+03 8.655379e+01
0.79 0.82 1.158124e+03 8.740094e+01
0.82 0.87 1.191431e+03 8.877081e+01
0.87 0.90 1.209085e+03 8.900282e+01
0.90 0.94 1.231662e+03 8.953860e+01
0.94 1.00 1.244991e+03 8.936884e+01
1.00 1.04 1.278725e+03 9.069010e+01
1.04 1.09 1.299984e+03 9.110446e+01
1.09 1.14 1.250379e+03 8.664319e+01
1.14 1.19 1.241036e+03 8.498822e+01
1.19 1.24 1.229164e+03 8.267209e+01
1.24 1.31 1.212467e+03 8.061386e+01
1.31 1.37 1.183507e+03 7.779007e+01
1.37 1.43 1.140897e+03 7.413604e+01
1.43 1.50 1.087281e+03 6.985043e+01
1.50 1.57 1.057850e+03 6.718078e+01
1.57 1.65 1.009723e+03 6.339371e+01
1.65 1.72 9.710118e+02 6.026578e+01
1.72 1.80 9.166491e+02 5.624538e+01
1.80 1.89 8.687475e+02 5.270121e+01
1.89 1.98 8.260423e+02 4.954238e+01
1.98 2.08 7.735744e+02 4.587378e+01
2.08 2.16 7.308892e+02 4.285513e+01
2.16 2.27 6.788926e+02 3.936337e+01
2.27 2.38 6.312370e+02 3.619481e+01
2.38 2.49 5.807965e+02 3.293720e+01
2.49 2.60 5.407854e+02 3.033193e+01
2.60 2.73 4.948500e+02 2.745625e+01
2.73 2.86 4.660299e+02 2.557657e+01
2.86 2.99 4.282225e+02 2.325199e+01
2.99 3.13 3.883366e+02 2.086678e+01
3.13 3.29 3.568420e+02 1.897596e+01
3.29 3.43 3.263632e+02 1.717857e+01
3.43 3.60 3.017732e+02 1.572375e+01
3.60 3.76 2.697631e+02 1.391976e+01
3.76 3.95 2.485351e+02 1.269975e+01
3.95 4.13 2.248323e+02 1.139799e+01
4.13 4.33 2.038382e+02 1.028762e+01
4.33 4.53 1.855605e+02 9.323386e+00
4.53 4.97 1.600528e+02 7.949173e+00
4.97 5.45 1.288081e+02 6.341895e+00
5.45 5.98 1.047284e+02 5.112881e+00
5.98 6.55 8.428149e+01 4.081598e+00
6.55 7.18 6.789043e+01 3.262521e+00
7.18 7.87 5.421142e+01 2.586353e+00
7.87 8.63 4.307773e+01 2.041292e+00
8.63 9.46 3.452046e+01 1.625343e+00
9.46 10.38 2.711251e+01 1.269267e+00
10.38 11.38 2.114213e+01 9.907934e-01
11.38 12.47 1.659731e+01 7.791142e-01
12.47 13.68 1.327539e+01 6.240924e-01
13.68 15.00 1.025642e+01 4.832707e-01
15.00 16.45 7.989870e+00 3.773394e-01
16.45 18.03 6.231781e+00 2.950363e-01
18.03 19.78 4.832909e+00 2.294326e-01
19.78 21.68 3.853855e+00 1.834303e-01
21.68 23.77 2.984082e+00 1.426983e-01
23.77 26.07 2.271397e+00 1.093362e-01
26.07 28.58 1.773842e+00 8.596185e-02
28.58 31.34 1.359592e+00 6.645506e-02
31.34 34.37 1.067084e+00 5.261263e-02
34.37 37.68 8.157217e-01 4.069559e-02
37.68 41.32 6.056688e-01 3.071128e-02
41.32 45.30 4.759861e-01 2.446565e-02
45.30 49.67 3.512743e-01 1.846575e-02
