0.2,0.0021703210659325123,0.0021774997003376484
0.1,0.002505301730707288,0.0025209325831383467
0.3,0.0017037609359249473,0.0017132022185251117
0.4,0.0017480466049164534,0.001754048396833241
0.5,0.00144652696326375,0.0014518741518259048
0.6,0.0013971186708658934,0.001401791232638061
0.7,0.0014046382857486606,0.0014090422773733735
0.8,0.0011847175192087889,0.0011886440915986896
0.0001,0.023834794759750366,0.030596692115068436
0.9,0.0012576613808050752,0.0012604285730049014
1.0,0.0009273430332541466,0.0009303688420914114
0.001,0.01173137966543436,0.012655286118388176
0.01,0.004935456905514002,0.005018066149204969
