0.1,0.005360559094697237,0.005375988315790892
0.2,0.0038471887819468975,0.0038563867565244436
0.3,0.003788344096392393,0.00379826663993299
0.4,0.0036497570108622313,0.003658078610897064
0.5,0.003369497135281563,0.0033742557279765606
0.6,0.0033809372689574957,0.0033880446571856737
0.7,0.003382583614438772,0.003388277254998684
0.0001,0.05271545425057411,0.06101806461811066
0.8,0.0034762024879455566,0.0034834800753742456
1.0,0.003147335257381201,0.003154556732624769
0.9,0.0032464356627315283,0.0032540587708353996
0.001,0.03536854311823845,0.03619418665766716
0.01,0.01571444422006607,0.015810638666152954
